micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.5975531914893616,0.7065408805031446,0.6474927953890489,0.6445000000000001,0.7257777777777779,0.6557526917526915,0.5949444444444444,
