micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,jaccard
0.8905+-0.0175,0.7448+-0.0172,0.8111+-0.0168,0.8969+-0.0130,0.7766+-0.0144,0.8060+-0.0149,0.7420+-0.0170
