micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,jaccard
0.7653+-0.0181,0.7975+-0.0215,0.7808+-0.0122,0.7722+-0.0100,0.8164+-0.0169,0.7654+-0.0101,0.6965+-0.0111
