micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,jaccard
0.8198+-0.0176,0.6524+-0.0078,0.7265+-0.0070,0.8176+-0.0125,0.7078+-0.0086,0.7368+-0.0084,0.6804+-0.0093
