micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.8975903614457831,0.7339901477832512,0.8075880758807589,0.8989999999999999,0.7705555555555555,0.8033961038961037,0.7382222222222223,
