micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.7822222222222223,0.8669950738916257,0.8224299065420562,0.8331547619047619,0.8685555555555556,0.8222180695121868,0.7668055555555557,
