micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.8816568047337278,0.7339901477832512,0.8010752688172043,0.8863888888888889,0.767888888888889,0.7947532467532468,0.7329444444444446,
