micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.845679012345679,0.6748768472906403,0.7506849315068493,0.8838888888888888,0.7362222222222222,0.7815670995670995,0.710111111111111,
