micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.935251798561151,0.6403940886699507,0.7602339181286549,0.9359999999999999,0.7330277777777776,0.7903304473304473,0.7234087301587302,
