micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.9241379310344827,0.6600985221674877,0.7701149425287356,0.835,0.716638888888889,0.7488528138528135,0.6958055555555557,
