micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,jaccard
0.9037+-0.0118,0.7300+-0.0118,0.8076+-0.0113,0.9053+-0.0075,0.7740+-0.0051,0.8066+-0.0046,0.7387+-0.0055
