micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.13037037037037036,0.10352941176470588,0.11540983606557377,0.10916666666666666,0.11166666666666666,0.10728571428571429,0.0965,
