micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.875,0.6551724137931034,0.7492957746478873,0.9217676767676767,0.721388888888889,0.7792774170274168,0.7096010101010103,
