micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.8671942446043165,0.5997014925373134,0.7090588235294117,0.8872222222222222,0.6961111111111111,0.7484007936507935,0.6806111111111112,
