micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.9125,0.7192118226600985,0.8044077134986227,0.909126984126984,0.7537222222222222,0.7994321789321787,0.7367777777777779,
