micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.8776595744680851,0.812807881773399,0.8439897698209718,0.8823214285714285,0.8223888888888891,0.8312399267399264,0.783638888888889,
