micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.8928571428571429,0.7389162561576355,0.8086253369272237,0.9135714285714286,0.7775555555555558,0.8137026307026305,0.7511269841269843,
