micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,jaccard
0.0566+-0.0208,0.0494+-0.0142,0.0521+-0.0167,0.0540+-0.0219,0.0536+-0.0195,0.0509+-0.0191,0.0467+-0.0175
