micro_pre,micro_rec,micro_f1,macro_pre,macro_rec,macro_f1,avg_jaccard,comment
0.917910447761194,0.6059113300492611,0.7299703264094957,0.94,0.7102777777777777,0.7744603174603175,0.7036111111111112,
